naslov,autor,kategorija,izdavac,godina_izdanja,broj_strana,povez,format,opis,cena
ZA POBEDU POSTOJE I DRUGI NAČINI,Jovana Iv,DOMAĆI LJUBAVNI ROMAN,PRESING,2022,364,Broš,21x14.8,"Zašto bogati jednostavno ne mogu biti srećni? Zašto kad mogu da priušte sve, oni povlače baš one poteze koji ih odvedu u propast? Slava, novac, putovanja, ljubav… Džejn ima savršen život. Sa dečkom, uspešnim fudbalerom, odlazi na Svetsko prvenstvo i tamo se dešava ono što nikada nije mislila da je spremna da uradi. Bude se tajne i patnje iz prošlosti zbog kojih pravi jedan pogrešan korak za drugim, nesvesna da početak problema leži baš u osobi koju najviše voli.Uz ovu priču upustićete se u svet poznatih, svet fudbala i euforije koju sport nosi sa sobom. Upoznaćete snažne likove koje ćete zavoleti ili mrzeti, koji će se pred vama menjati i razvijati, na stadionima i tik izvan njih. Videćete koliko daleko ide prijateljstvo, a koliko roditeljska posvećenost, kuda može da odvede strast, a kuda ljubav.",990.0
"LJUBAVI, UMRO NAM JE JONESKO",Mensur Ćatić,POEZIJA,PRESING,2022,252,Broš,21x14.8,"Svaka je pesma Mensura Ćatića roman nabijen dramom, nežnošću, ljubavlju, strašću, bolom, nevericom i neizrecivom tugom. Roman o dobrim ljudima u zlim vremenima. O umiranju i o životu nakon umiranja, jer laž je da svi umiremo samo po jednom. Taj poslednji put je najlakši. Mensur ne piše romane, jer kako napisati toliko romana, trebalo bi ti sto života za to. A opet, kako ne napisati ono što vidiš? Jer, reći ću vam nešto što ne znam je li tako, ali verujem da jeste: ništa Mensur u svojim knjigama, pa ni u ovoj koja je pred vama, nije izmislio. Nema se tu šta izmišljati, možda samo malo domaštati. Možda samo malo lepše to reći nego što bi-smo ti ili ja rekli. Život je dovoljno veliki i težak i lep i tužan i zao i dobar. I sve su te priče i pesme i romani njegovi, a Mensur ima oko da vidi i dušu da ga zaboli i ume sve to da u pesmu stavi. Još kako ume. Mensur Ćatić je pesnik izuzetne emotivnosti i osebujnog stila. Moglo bi se reći da je on u neku ruku, bogatstvom jezika i neočekivanih metafora, te nesvakidašnjom toplinom i univerzalnim moralnim vrednostima, nastavljač velikih stvaralaca sa tog područja, kao što su Selimović, Dizdar, Džumhur ili Sidran…",891.0
LOGIČNE POBUNE,Grupa autora,POEZIJA,LAGUNA,2022,279,Broš,13x20,"„Kakva se poezija danas piše? Ko su pesnici i pesnikinje koji još uvek i uprkos svemu istrajavaju u ovom neobičnom poslu, koji je možda najkompleksniji način da se suočimo sa svetom oko sebe i sa nama samima? U vremenima kakva su naša, u kojima dominira govor medija i interneta, kao da više nema prostora da se začuje pesnička reč. Neki čak smatraju da je prošlo vreme poezije, a možda i same umetnosti. Da li to znači da su nam jedino ostali tržni centri, kupovina i prodaja, a da vredi samo ono što na sebi nosi cenu? U ovakvom svetu više ne može biti reči o našoj ljubavi, strasti, ogorčenju, očaju, bedi, borbi, radosti i nadi da je drugi svet moguć. Poezija zastupljena ovim izborom, međutim, svedoči o pomenutim stvarima. Ako je već tako, onda ona predstavlja logičnu pobunu protiv sveta koji ju je poništio, poništavajući i nas same. Ova poezija to čini na različite načine, ponekad ozbiljno, a ponekad sa humorom, ali uvek sa nepokolebljivim uverenjem i jezičkom veštinom koja predstavlja autentični razvoj sposobnosti našeg jezika da progovori o stvarnosti u kojoj smo se zatekli. Upravo zato je moramo čitati.“ – Stevan Bradić",899.0
SREĆNO PISMO,Vaj Kiland i Penelopi Vord,LJUBAVNI ROMAN,LAGUNA,2022,314,Broš,13x20,"„Puna magične snage ljubavi, ova šarmantna knjiga će ugrabiti vaše srce.“ – Harlequin Junkie",899.0
UZBUDLJIVA VREMENA,Niša Dolan,LJUBAVNI ROMAN,VULKAN IZDAVAŠTVO,2022,272,Broš,14.5x20.5,"Ljubav, ironija, traganje za sopstvenim mestom u svetu, strah od otvaranja, veličanstvena sposobnost naracije i vrhunska elegancija stila samo su neki od elemenata koji ovu knjigu čine izvanrednom.",934.0
STIVEN HOKING: POVEST O PRIJATELJSTVU I FIZICI,Lenard Mlodinov,POPULARNA NAUKA,VULKAN IZDAVAŠTVO,2022,240,Tvrd,15.1x21.3,"Smeštajući nas iza kulisa u trenucima kada se Hoking prepušta svojoj strasti prema vinu i kariju dok deli svoja osećanja o ljubavi, smrti i invalidnosti i dok se bavi dubokim pitanjima filozofije i fizike, Mlodinov uspeva da dočara Hokingov nesalomivi duh.",1104.0
VELIKA LJUBAVNA PRIČA,Suzana Tamaro,LJUBAVNI ROMAN,VULKAN IZDAVAŠTVO,2022,272,Broš,14.5x20.5,"Edit i Andrea, devojka pomalo nemirnog duha i kapetan poprilično strogih shvatanja, slučajno se sreću na trajektu između Venecije i Grčke. Jedan naizgled beznačajan događaj, ako se uzmu u obzir svi oni koji čine život. Ali njihove će živote promeniti zauvek. Kako mogu oni, tako različiti, uopšte da privuku jedno drugo? Prvo je to nedozvoljena ljubav: avanture, tajne, neočekivana sreća i velika iskušenja…",934.0
V KAO POBEDNIK,Jelica Mirković,DOMAĆI ROMAN,KREATIVNA RADIONICA BALKAN,2022,68,Broš,20x13,"V  kao pobednik je traktat ‒ spis o (posle) ljubavi autorke Jelice Mirković. Pseudobajka, koja karikira formalne karakteristike ove vrste ‒ bio jednom... i nema baš srećan kraj, mada i to je relativno.",495.0
EROTIKA I MAJČINSTVO : PUTOVANJE U ŽENSKI UNIVERZUM,Mariolina Čerioti Miljareze,PSIHOLOGIJA,ČIGOJA ŠTAMPA,2021,128,Broš,20x13,"Ubrzano vreme u kome živimo, tako vezano za dimenziju „rada“ i ,,učinka“ ugrožava suštinu ženske prirode: njenu sklonost ka nezi i nežnosti kao i njenu urođenu empatiju i otvorenost ka životu. Svedoci smo zabrinjavajućeg rascepa između erotske i majčinske dimenzije kod žena, između ljubavi prema sebi i ljubavi prema drugima: ako preterivanje u erotskoj/narcistističkoj komponenti sa sobom povlači egoizam i emotivnu nedostupnost, gubitak ravnoteže u majčinskoj komponenti dovodi do opterećujućeg ponašanja koje je podjednako opasno u međuljudskim odnosima. Nakon dubokog izučavanja „nesavršenih porodica“, Mariolina Čerioti Miljareze istražuje „misteriju“ ženskog univerzuma, njegovu problematiku i neiscrpne resurse uz originalan pristup pun konkretnih i pozitivnih primera koji će biti od velike koristi svima onima koji se ne zadovoljavaju privremenim i nepotpunim odnosima već žude za uzajamnom spoznajom, poštovanjem i ljubavlju.",790.0
DNEVNIK ZAVODNIKA,Seren Kjerkegor,FILOZOFIJA,UKRONIJA,2021,200,Broš,21x12,"Dnevnik zavodnika je objavljen neposredno posle vraćanja vereničkog prstena Regini, naknadno uključen u obimno delo Ili-ili (1843), sa namerom da bi je Kjerkegor konačno odvojio od sebe. U velikoj meri literizovan, glavni akteri su Johanes i Kordelija, Dnevnik je delo romantičara i primerenog koncepta ljubavi koja se odvija između idealizacije i sumnje, ljubavne žudnje i ironije, želje i odbijanja da se objekt ljubavi poseduje, te konačnog raskida koji bi trebalo da uspostavi ljubav s one strane institucionalizovanog i ograničavajućeg morala. Dnevnik zavodnika, u svojoj estetskoj radikalnosti u traganju za sdobodom u ljubavi, predstavlja najdublje stranice posvećene strasti i njenom egzistencijalnom i filozofskom poštovanju.",891.0
ZA MOJU BAKU,"Danica Dana Karić, Olivera Olja Petrović",UZRAST OD 7 DO 9 GODINA,FONDACIJA BRAĆA KARIĆ,2021,60,Broš,23x17,"Ljubav bake je tako velika. Iz te velike ljubavi rodila se ova divna knjiga, u kojoj svako dete može da napiše najleše i najnežnije stranice o svojoj baki.",940.0
STAKLENA DEVICA,Ketrin Kukson,LJUBAVNI ROMAN,LAGUNA,2022,407,Broš,13x20,"Roman o tajnama, ljubavi i ponosu.",1079.0
"ZA ZLATNU MEDALJU, VIII RAZRED: ROMEO I JULIJA",Vilijam Šekspir,ROMANI I PRIČE ZA DECU OD 10 DO 12 GODINA,VULKAN IZDAVAŠTVO,2022,192,Tvrd,13.3x20.7,"Čuvena Šekspirova drama i najpoznatija ljubavna priča svih vremena, Romeo i Julija, odoleva vremenu i vekovima pronalazi put do čitalaca. Priča o zabranjenoj ljubavi i pokušaju da ona opstane završava se tragičnim ishodom.",509.0
O RODITELJIMA I DECI,Horhe i Demijan Bukaj,VASPITANJE I PSIHOLOGIJA,PI PRESS,2021,335,Broš,13x21,"Veza između roditelja i dece traje celi život i uvek je intenzivna. Kako zbog ljubavi, tako i zbog sukoba. Upravo tu blisku i intimnu vezu istražuju Horhe i Demijan Bukaj, ne samo kao proslavljeni psihoterapeuti i cenjeni pisci, već i kao otac (koji je ujedno i deda) i sin (koji je istovremeno i otac).",940.0
LJUBAV I RITE VREMENA,Anilda Ibrahimi,ROMAN,RENDE,2019,328,Broš,21x17,"U romanu „Ljubav i rite vremena“ nastojala sam da opišem Srbiju i Srbe daleko od uobičajenih komentara o Balkanu i bolesnih nacionalizama. Verujem da sam bila pravedna u oživljavanju predivnih likova – Srba, Miloša i Zlatana, kao i svih ostalih. Nadam se da će knjiga biti prevedena u Srbiji i zbog toga što treba da se pokaže da postoje Albanci koji, zajedno sa braćom iz Srbije, streme ka novom evropskom društvu. – Anilda Ibrahimi",1485.0
U DŽUNGLI,Harijet Stoun,UZRAST OD 0 DO 2 GODINE,KREATIVNI CENTAR,2021,16,Tvrd,20x20,Prava slikovnica za najmlađe istraživače! Šta sve možeš pronaći duboko u džungli? Okreći stranice i posmatraj kako će se životinje menjati pred tvojim očima. Videćeš čudesna šumska stvorenja i naučiti šta ih čini posebnim. Knjiga – igračka koja će kod najmlađih razvijati radoznalost i ljubav prema knjigama!,1341.0
U OKEANU,Harijet Stoun,UZRAST OD 0 DO 2 GODINE,KREATIVNI CENTAR,2021,16,Tvrd,20x20,Prava slikovnica za najmlađe istraživače! Šta sve možeš pronaći u dubinama okeana? Okreći stranice i posmatraj kako će se životinje menjati pred tvojim očima. Videćeš neka veoma neobična morska stvorenja i naučiti šta ih čini posebnim. Knjiga – igračka koja će kod najmlađih razvijati radoznalost i ljubav prema knjigama!,1341.0
I BAJCI JE DOŠAO KRAJ,Nemanja Ćirić,POEZIJA,RENDE,2021,61,Broš,21x17,"I bajci je došao kraj je zbirka pesama dvojice mladih beogradskih umetnika, pesme su ljubavne, nežne, otkrivaju njihova mladalačka očekivanja i želje, snalaženje i bitisanje u svetu kakav je danas. Tople i iskrene to su pesme u četri ruke Nemanje i Pere.",594.0
POSLEDNJI IZGNANICI,En Šin,ROMAN,STELA KNJIGE,2022,327,Broš,14x20,"Nezaboravna saga inspirisana istinitim događajima, Poslednji izgnanici nam donose upečatljiv i potresan portret mladog para u Severnoj Koreji i njihove borbe za ljubav i slobodu.",809.0
TROJA,Stiven Fraj,MITOLOGIJA,STUDIO LEO,2021,354,Broš,20x13,"""Nakon svojih bestselera Grčki mitovi i Grčki heroji (kod nas objavljeni u izdanju kuće Studio Leo), Fraj se vraća sa zamršenom, uzbudljivom i bezvremenskom pričom o osnivanju, usponu, opsadi i padu Troje. Parisov sud, otmica lepe Jelene, Odisejeva lukavstva, Ahilovi izlivi besa, Hektorova junaštva – svaki detalj ove epske priče o strasti i krvi je tu, oživljen Frajevim humorom, sočnim stilom i ljubavlju prema grčkoj mitologiji.",1485.0
VOLI ME VIŠE OD SVEGA NA SVIJETU,Mira Furlan,"DOMAĆE BIOGRAFIJE, MEMOARI, DNEVNICI, PISMA",BOOKA,2022,736,Broš,20x13,"Ako nečiju autobiografiju ne smete propustiti, onda je to definitivno autobiografija Mire Furlan Voli me više od svega na svijetu. Mira Furlan beskrajno emotivno otkriva svoje intimne drame, prikazuje lice i naličje glumačkog života, oživljava bezbrižnije vreme u kome su ljudi verovali u bolji svet i opisuje opšti sunovrat na ovim prostorima. Voli me više od svega na svijetu je pre svega ispovest žene – nežne, ranjive i plemenite – koja je neprestano preispitivala sebe i čiji je život bio pun uzbuđenja, uspeha, prepreka, padova, ljubavi i izdaja. U njoj se otvoreno govori o tome šta biti žena znači u ovom svetu. Opisujući ne samo naše prostore već i iskustva apatrida i emigranata u Americi, ova knjiga, s podnaslovom Priče o pripadanju, takođe je i potresno svedočanstvo o tome šta (ne)pripadanje donosi. Naposletku, moćna proza prožeta duhovitim i britkim komentarima, kako o davno prošlom vremenu, tako i o sadašnjem svetu i tendencijama u njemu, predstavlja i potvrdu izuzetnog spisateljskog dara Mire Furlan. Mi smo uživali pripremajući ovu zaista posebnu knjigu, verujemo da ćete i vi uživati u njoj.",1791.0
DNEVNIK 1994 – 1998.,Živojin Pavlović,"DOMAĆE BIOGRAFIJE, MEMOARI, DNEVNICI, PISMA",AGORA,2021,577,Tvrd,23x16,"„Ne znam koliko vremena je bilo proteklo između iščeznuća i naglog i lakog otvaranja očiju – činilo mi se da sam bio samo trepnuo (a rekli su mi da je operacija trajala čitav sat), a, u stvari, ja jedan sat nisam postojao; čula su bila potpuno zamrla, nije bilo snova ni sanjanja; ničega nije bilo, kao da sam bio mrtav. Tako sam shvatio (jer sam to i doživeo) da je smrt za onoga ko umire – laka. On se sa njom ne suočava jer nastupa pošto njega više ne bude bilo. Smrt postoji samo u svetu živih.” v „Pojedinac može biti razapet između sentimenta i razuma, i, desi li mu se to, obično kažemo da mu život postaje tragičan. U najboljem slučaju – nesrećan. Ali zajednice retko kad dospevaju u ovakve dileme: njih vode kolektivni nagoni, iliti (rečeno sofisticiranim načinom izražavanja) – mentalitet. Od prirode datog mentaliteta zavisiće i sudbina ljudskih zajednica, a posledice (krštavane istorijom ili mitom), zvaće se pobede ili porazi. Njihov zajednički imenitelj jesu reči proistekle iz prirodnih pojava, a one glase: udes i katastrofa. Ili, jednostavno: BOŽJA VOLJA ili SUDBINA. (Nikako „nesreća” ili „tragedija”. Nikako!)” v „Svako je vreme obeleženo ludošću. Ali, dok smo u matici (u središtu života), mi ne vidimo svu njegovu grotesknost. Tek u starosti, kada nam i naše trajanje (naše dotrajavanje) poprimi takav vid, u stanju smo da svoga vremena sagledamo pravo lice.” v „Stepen samovolje jednog diktatora određuje količina poniženja koju zajednica može da izdrži.” v „Šta je život? Jelo, ljubav, rađanje, radost, san, jednom rečju: sve što nije Istorija.” v „Kad sve osporimo, šta nam preostaje? Poezija.”",4356.0
KNJIGA TAJNI - Otkrivanje skrivenih dimenzija vašeg života,Dipak Čopra,UM TELO I DUH,SEZAM BOOK,2021,312,Broš,14x20,"Svaki život je knjiga tajni, spremna za otvaranje. Tajna savršene ljubavi nalazi se tamo, zajedno sa tajnama isceljenja, saosećanja, vere i najneuhvatljivijom od svih: ko smo mi zaista. Mi smo i dalje misterije za sebe, uprkos blizini ovih odgovora, i ono što najviše želimo da saznamo ostaje duboko u nama.",1386.0
ŽIVOTNI KRUG,RADENKO MITROVIĆ,POEZIJA,SAJNOS,2017,142,Tvrd,14.8x21,"Gledajući oko sebe iskusnim očima čoveka nesvakidašnjeg životnog puta, Radenko Mitrović nas kroz svoje rime uvodi u sopstveni unutrašnji svet. On deli sa čitaocem ono davno proživljeno, a u njemu još tako živo, svoje viđenje današnjice, odnosa između ljudi, povezanosti čoveka sa prirodom, kao i još mnogo toga. Ipak, glavni motiv, kao i kod svih istinskih pesnika, je ljubav. Ljubav kao ishodište, utočište, krajnji cilj i smisao svega vrednog u našim prekratkim životima. Zanimljivim poetskim izrazom, koji odiše jednostavnošću, a samim tim i lepotom srpskog jezika, bez nepotrebne mistike i nerazumljivosti, ali sa jasnom emocijom i životnom punoćom, Mitrović u tradiciji naroda Vukovog kraja, odakle i sam potiče, svojim zanimljivim igrama reči definiše iskustveno bogatstvo nakupljeno proteklih šezdeset godina i pretače u realističnu poeziju, ne samo ovog već i prošlih i budućih vremena.",1100.0
SOBARICA,Nita Prouz,TRILERI/MISTERIJE,VULKAN IZDAVAŠTVO,2022,272,Broš,14.5x20.5,"Moli je posvećena svom poslu hotelske sobarice – njen jedinstveni karakter, uz opsesivnu ljubav prema čišćenju i propisanim pravilima ponašanja, čini je idealnom za ovaj posao. Svakog jutra sa užitkom oblači čistu uniformu, puni kolica minijaturnim sapunima i bočicama šampona i vraća gostinske sobe u hotelu Ridžensi grand u savršeno stanje.",1019.0
OBE STRANE LJUBAVI,"LAVA NIKOLIĆ ,DARKO CVETKOVIĆ","KOMUNIKACIJA, EMOCIJA I ODNOSI SA DRUGIMA (domaći autori)",ČIGOJA ŠTAMPA,2021,139,Broš,14.8x21,"Kako bismo napisali knjigu “Obe strane ljubavi"", istražili smo preko 70 brakova koji uspešno funkcionišu preko 10 godina.",790.0
CENA LJUBAVI,DANIJELA DENNY KRSTIĆ,DOMAĆI LJUBAVNI ROMAN,ČIGOJA ŠTAMPA,2021,92,Broš,14.8x21,"U ovom romanu glavnu ulogu igra devojka koja je upravo izašla iz jedne destruktivne veze. Ulazi u još dve veze, koje se završavaju krahom. Razmišljajući o svemu tome dolazi do zaključka da je problem u joj. To je razlog zbog kojeg počinje uporno da se bavi duhovnim radom na sebi. Zahvaljujući tome dolazi do primene duhovne transformacije; susreće staru ljubav. Roman ima srećan kraj. Ova devojka proživljava divne trenutke uz voljenu osobu. Priča je jako mudra. Može pomoći mnogim devojkama i ženama da se upitaju da li su zaista srećne i šta uopšte žele od života. Upućuje ih na put mudrosti i duhovnosti",660.0
MOJA IGRA-MOJ PUT,Svetislav Pešić,"DOMAĆE BIOGRAFIJE, MEMOARI, DNEVNICI, PISMA",PI PRESS,2022,446,Broš,20.8x15.6,"Knjiga „Moja igra, moj put” je autobiografija slavnog košarkaškog trenera koji je svoju ljubav prema sportu, predanost i uspeh krunisao svetskim zlatom. Ali, ovo nije samo autobiografija, niti je samo knjiga o košarci i o treniranju. Ovo je knjiga o životu, o principima i vrednostima koje vode do uspeha. Znanje, iskustvo i pobednički pogled na svet koji su nesebično dati u ovoj knjizi mogu se primeniti na svim životnim poljima.",1089.0
SAD ODLAZIM NA KRILIMA ANĐELA,RADENKO MITROVIĆ,POEZIJA,ČIGOJA ŠTAMPA,2021,91,Broš,14.8x21,"Gledajući oko sebe iskusnim očima čoveka nesvakidašnjeg životnog puta, Radenko Mitrović nas kroz svoje rime uvodi u sopstveni unutrašnji svet. On deli sa čitaocem ono davno proživljeno, a u njemu još tako živo, svoje viđenje današnjice, odnosa između ljudi, povezanosti čoveka sa prirodom, kao i još mnogo toga. Ipak, glavni motiv, kao i kod svih istinskih pesnika, je ljubav. Ljubav kao ishodište, utočište, krajnji cilj i smisao svega vrednog u našim prekratkim životima. Zanimljivim poetskim izrazom, koji odiše jednostavnošću, a samim tim i lepotom srpskog jezika, bez nepotrebne mistike i nerazumljivosti, ali sa jasnom emocijom i životnom punoćom, Mitrović u tradiciji naroda Vukovog kraja, odakle i sam potiče, svojim zanimljivim igrama reči definiše iskustveno bogatstvo nakupljeno proteklih šezdeset godina i pretače u realističnu poeziju, ne samo ovog već i prošlih i budućih vremena.",550.0
